
192.168.252.82,0
192.168.254.210,1
192.168.236.66,1
192.168.236.98,1
192.168.241.34,1
192.169.11.130,0
192.169.1.18,0
192.169.12.98,0
192.168.243.242,1
192.169.11.98,0
192.169.12.114,0
192.168.244.2,1
192.168.244.18,1
192.169.12.210,0
192.169.11.82,0
192.168.238.194,1
192.169.10.162,0
192.168.238.242,1
192.168.239.2,1
192.168.231.82,1
192.168.231.194,1
192.168.231.210,1
192.168.231.178,1
192.169.4.2,0
192.168.232.2,1
192.168.231.226,1
192.168.243.178,1
192.168.239.210,1
192.168.229.66,1
192.168.234.242,1
192.169.13.2,0
192.169.12.242,0
192.168.231.66,1
192.168.232.18,0
192.168.231.130,1
192.168.231.242,1
192.168.232.34,1
192.168.231.146,1
192.168.236.146,1
192.168.236.162,1
192.168.236.194,1
192.168.252.130,1
192.168.252.98,1
192.168.252.66,1
192.168.247.226,1
192.168.247.242,1
192.168.236.210,0
192.169.10.146,0
192.168.245.178,1
192.169.12.50,0
192.168.245.210,1
192.168.246.2,1
192.168.246.34,1
192.168.246.66,1
192.168.230.162,1
192.168.233.130,1
192.169.13.226,0
192.169.14.2,0
192.168.232.194,1
192.169.0.130,0
192.169.1.210,0
192.169.2.162,0
192.168.239.82,1
192.169.2.178,0
192.168.239.98,1
192.168.240.66,1
192.169.2.210,0
192.168.231.2,1
192.169.12.34,0
192.168.231.18,1
192.168.231.34,1
192.168.231.50,1
192.168.230.178,1
192.168.238.2,1
192.168.230.50,1
192.168.235.226,1
192.169.11.50,0
192.168.236.50,1
192.168.241.210,1
192.168.241.162,1
192.168.241.146,1
192.169.11.210,0
192.168.229.242,0
192.168.242.50,1
192.168.231.98,1
192.168.231.114,1
192.169.14.194,0
192.169.11.66,0
192.168.232.66,1
192.168.232.82,1
192.168.233.82,1
192.168.234.130,1
192.168.242.178,0
192.169.11.242,0
192.168.229.98,1
192.168.230.82,1
192.168.234.226,1
192.168.233.162,0
192.168.236.18,1
192.168.238.178,1
192.168.238.210,1
192.168.238.226,1
192.169.14.34,0
192.168.230.98,1
192.169.13.178,0
192.168.230.114,1
192.168.229.178,1
192.169.10.98,0
192.169.14.210,0
192.169.10.130,0
192.169.11.18,0
192.168.238.114,1
192.168.242.194,1
192.168.243.66,1
192.168.247.210,1
192.169.12.82,0
192.168.251.146,1
192.169.10.226,0
192.168.246.18,0
192.168.230.210,0
192.168.251.226,1
192.168.251.242,1
192.168.252.2,1
192.168.252.34,1
192.168.251.178,1
192.168.252.178,1
192.168.253.130,1
192.168.253.114,1
192.169.12.226,0
192.169.10.114,1
192.168.254.194,1
192.169.11.194,0
192.169.12.130,0
192.169.11.226,0
192.169.0.226,0
192.169.10.194,0
192.169.0.18,0
192.169.0.2,0
192.169.1.34,0
192.169.0.50,0
192.169.12.2,0
192.169.12.18,0
192.168.232.114,1
192.168.232.178,1
192.168.234.18,1
192.168.234.178,1
192.169.2.194,0
192.168.236.226,1
192.169.2.226,0
192.169.12.162,0
192.168.232.50,0
192.168.239.66,1
192.169.3.2,0
192.168.239.114,1
192.168.240.98,1
192.169.12.194,0
192.168.239.226,1
192.168.241.82,1
192.168.241.98,1
192.168.241.114,1
192.168.241.226,1
192.168.240.121,0
192.168.242.2,1
192.168.241.242,1
192.168.243.146,1
192.168.243.162,1
192.168.237.146,1
192.168.240.50,0
192.168.244.34,1
192.169.13.162,0
192.168.251.162,1
192.168.246.114,1
192.168.253.162,1
192.168.230.18,1
192.169.14.178,0
192.169.14.114,0
192.169.12.178,0
192.168.248.50,0
192.168.231.162,1
192.168.232.162,1
192.168.232.146,1
192.169.14.18,0
192.169.1.130,0
192.169.1.146,0
192.169.2.66,0
192.168.233.178,1
192.168.233.146,1
192.169.2.98,0
192.169.27.66,0
192.168.233.226,1
192.168.233.210,1
192.168.235.242,1
192.168.239.178,1
192.168.239.18,1
192.169.9.242,0
192.168.242.210,1
192.168.238.82,1
192.168.241.130,1
192.168.242.242,1
192.168.248.114,1
192.168.248.18,1
192.168.250.114,1
192.168.248.226,1
192.168.248.162,0
192.168.249.66,1
192.169.3.242,0
192.168.249.82,1
192.168.250.178,1
192.169.10.82,0
192.168.250.194,1
192.168.249.34,1
192.169.13.82,0
192.169.11.2,0
192.168.249.146,1
192.168.251.34,1
192.168.251.66,1
192.168.251.50,1
192.169.12.146,0
192.168.252.50,1
192.168.253.146,1
192.169.11.114,0
192.168.254.226,1
192.168.234.162,1
192.168.234.2,1
192.169.13.34,0
192.169.11.34,0
192.169.0.242,0
192.169.10.210,0
192.169.11.178,0
192.169.11.146,0
192.169.26.210,0
192.168.242.18,1
192.168.242.34,1
192.168.243.2,1
192.168.249.210,1
192.168.250.66,1
192.169.27.34,0
192.168.249.194,1
192.168.252.226,1
192.168.253.98,1
192.169.13.210,0
192.168.239.34,1
192.168.236.2,0
192.168.233.242,1
192.169.14.66,0
192.168.241.194,1
192.169.14.130,0
192.169.13.18,0
192.168.243.114,1
192.168.252.194,1
192.169.14.82,0
192.169.13.130,0
192.168.252.210,1
192.169.9.226,0
192.169.14.50,0
192.169.14.146,0
192.169.17.34,0
192.169.17.98,0
192.169.13.98,0
192.169.13.194,0
192.168.234.34,1
192.169.13.242,0
192.168.234.82,1
192.168.234.98,1
192.168.232.130,1
192.169.3.162,0
192.169.13.146,0
192.168.234.66,1
192.169.15.242,0
192.168.234.50,1
192.168.234.194,1
192.168.240.34,1
192.169.17.18,0
192.169.15.178,0
192.169.15.162,0
192.169.27.82,0
192.168.247.2,1
192.168.235.82,1
192.168.235.130,1
192.169.16.98,0
192.168.235.162,1
192.168.235.146,1
192.168.235.114,1
192.168.235.98,1
192.169.15.194,0
192.168.235.194,1
192.168.236.242,1
192.168.237.2,1
192.169.17.82,0
192.169.15.210,0
192.169.27.114,0
192.169.15.66,0
192.169.15.34,0
192.169.16.242,0
192.168.248.98,1
192.169.17.242,0
192.168.241.18,1
192.168.241.2,1
192.169.27.98,0
192.169.27.178,0
192.169.17.146,0
192.169.16.210,0
192.168.243.50,1
192.169.18.66,0
192.168.243.194,1
192.169.10.2,0
192.168.244.50,1
192.169.15.146,0
192.168.246.162,1
192.169.17.210,0
192.168.247.194,1
192.169.18.82,0
192.169.16.226,0
192.168.247.98,1
192.169.17.50,0
192.169.16.2,0
192.168.247.146,1
192.168.248.82,1
192.168.247.114,1
192.168.247.82,1
192.169.16.82,0
192.168.247.66,1
192.168.247.50,1
192.168.247.34,1
192.168.246.242,1
192.168.247.130,0
192.168.246.194,1
192.169.18.130,0
192.168.246.226,1
192.168.248.66,1
192.169.18.34,0
192.169.17.130,0
192.168.246.178,1
192.169.18.146,0
192.169.17.178,0
192.169.17.226,0
192.168.249.242,1
None,-1
192.168.250.50,1
192.168.250.34,1
192.168.240.18,0
192.168.250.18,1
192.169.15.18,0
192.169.18.2,0
192.169.18.50,0
192.168.251.114,1
192.169.16.50,0
192.168.250.82,0
192.168.250.242,0
192.169.17.2,0
192.169.16.146,0
192.168.251.130,0
192.169.43.226,0
192.168.251.210,1
192.169.18.18,0
192.169.10.34,0
192.169.16.34,0
192.169.15.50,0
192.169.15.130,0
192.169.10.18,0
192.169.16.194,0
192.169.0.194,0
192.168.234.146,1
192.169.0.210,0
192.168.233.114,1
192.168.233.98,1
192.168.240.146,0
192.169.16.178,0
192.169.3.82,0
192.168.235.34,1
192.168.233.66,1
192.169.26.226,0
192.169.26.242,0
192.169.15.82,0
192.168.236.34,1
192.168.235.18,1
192.169.23.18,0
192.168.236.178,1
192.169.15.98,0
192.168.237.242,1
192.168.237.210,1
192.168.237.226,1
192.168.237.194,1
192.168.237.162,1
192.168.238.130,1
192.169.24.2,0
192.168.237.114,1
192.169.19.226,0
192.168.237.98,1
192.168.237.82,1
192.168.237.66,1
192.168.238.34,1
192.169.22.82,0
192.168.239.130,1
192.168.238.18,1
192.168.239.50,1
192.169.23.82,0
192.169.23.98,0
192.168.240.2,1
192.168.240.130,1
192.169.19.242,0
192.168.239.194,1
192.168.239.162,1
192.169.21.34,0
192.169.20.194,0
192.168.240.82,1
192.169.22.130,0
192.168.240.242,1
192.169.19.130,0
192.169.21.162,0
192.169.22.146,0
192.169.22.50,0
192.169.22.66,0
192.169.19.98,0
192.168.242.130,1
192.169.21.66,0
192.169.28.34,0
192.168.242.98,1
192.169.20.146,0
192.168.240.178,0
None,-1
192.168.242.82,1
192.169.28.50,0
192.168.242.162,1
192.169.19.66,0
192.169.19.50,0
192.169.19.82,0
192.168.243.130,1
192.168.243.98,1
192.169.19.178,0
192.168.243.82,1
192.168.243.18,1
192.168.243.226,1
192.168.243.210,1
192.168.246.130,1
192.169.19.18,0
192.169.22.98,0
192.168.246.98,1
192.168.248.34,1
192.168.245.2,1
192.168.245.194,1
192.168.245.226,1
192.168.245.242,1
192.169.20.162,0
192.169.22.162,0
192.168.245.162,1
192.168.245.66,1
192.168.245.82,1
192.168.245.50,1
192.169.20.130,0
192.168.245.18,1
192.169.22.226,0
192.169.22.2,0
192.168.244.242,1
192.168.245.98,0
192.168.246.82,1
192.168.244.226,1
192.168.244.178,1
192.169.18.178,0
192.169.22.210,0
192.168.244.210,1
192.168.244.194,1
192.168.244.162,1
192.168.250.2,1
192.168.249.226,1
192.169.23.2,0
192.168.249.162,1
192.168.249.50,1
192.168.248.242,1
192.168.248.178,1
192.168.248.194,1
192.168.250.130,1
192.168.248.210,1
192.169.18.194,0
192.169.26.146,0
192.168.251.194,1
192.168.251.98,1
192.169.20.82,0
192.168.249.18,0
192.169.29.18,0
192.168.254.82,1
192.169.24.50,0
192.169.24.178,0
192.169.22.114,0
192.168.251.82,0
192.168.254.50,1
192.168.254.34,1
192.168.254.66,1
192.169.21.210,0
192.168.254.2,1
192.168.253.242,1
192.169.24.82,0
192.169.20.98,0
192.169.20.114,0
192.168.253.226,1
192.169.20.226,0
192.168.253.178,1
192.168.253.194,1
192.169.23.162,0
192.168.253.210,0
192.169.19.194,0
192.169.0.66,0
192.169.0.178,0
192.169.19.210,0
192.169.1.98,0
192.169.23.114,0
192.169.21.2,0
192.169.0.98,0
192.169.0.82,0
192.169.1.66,0
192.169.20.2,0
192.169.22.34,0
192.169.1.50,0
192.169.0.114,0
192.169.18.162,0
192.168.254.242,1
192.169.18.242,0
192.169.0.34,0
192.169.23.194,0
192.169.23.50,0
192.169.1.2,0
192.169.24.114,0
192.169.24.130,0
192.169.2.146,0
192.169.2.114,0
192.169.2.34,0
192.169.18.210,0
192.169.2.2,0
192.169.1.194,0
192.169.24.66,0
192.169.3.66,0
192.169.3.50,0
192.169.20.18,0
192.169.21.82,0
192.169.3.34,0
192.169.21.226,0
192.169.20.34,0
192.169.3.18,0
192.169.21.98,0
192.169.22.18,0
192.169.23.146,0
192.169.23.178,0
192.169.24.18,0
192.169.24.146,0
192.169.24.162,0
192.169.0.162,0
192.169.0.146,0
192.169.23.210,0
192.168.234.114,1
192.168.235.50,1
None,-1
192.169.16.66,0
None,-1
192.169.1.114,0
None,-1
192.168.237.178,1
192.168.235.66,0
192.168.237.130,1
192.169.41.114,0
192.169.41.146,0
192.169.21.194,0
192.169.21.18,0
192.169.13.114,0
192.168.237.34,1
192.168.237.50,1
192.168.238.162,1
192.169.21.50,0
192.169.14.98,0
192.168.238.98,0
192.169.15.114,0
192.169.15.2,0
192.169.27.210,0
192.169.41.178,0
192.168.238.146,1
192.168.239.242,1
192.168.240.226,1
192.168.242.146,1
192.168.242.114,1
192.169.19.162,0
192.169.23.242,0
192.169.20.210,0
192.169.28.2,0
192.168.246.50,1
192.169.22.178,0
192.169.23.226,0
192.169.28.82,0
192.169.28.66,0
192.168.250.210,1
192.169.41.226,0
192.168.249.178,1
192.169.28.162,0
192.169.21.242,0
192.168.249.2,1
192.169.23.130,1
192.169.28.210,0
192.168.253.50,1
192.169.21.178,0
192.169.28.242,0
192.168.253.18,1
192.169.19.34,0
192.168.253.2,1
192.168.252.242,1
192.169.29.50,0
192.169.29.34,0
192.169.19.2,0
192.169.22.194,0
192.168.253.34,0
192.168.253.66,0
192.168.254.18,1
192.169.44.98,0
192.169.29.66,0
192.169.1.82,0
192.169.21.114,0
192.169.22.242,0
192.169.29.98,0
192.169.29.114,0
192.169.24.98,0
192.169.2.130,0
192.169.2.82,0
192.169.2.50,0
192.169.2.18,0
192.169.29.162,0
192.169.1.242,0
192.169.20.50,1
192.169.1.226,0
192.169.1.178,0
192.168.233.50,1
192.169.29.178,0
192.169.1.162,0
192.168.233.34,1
192.168.233.2,1
192.169.24.194,0
192.168.232.226,1
192.169.21.130,0
192.169.18.226,0
192.168.233.18,0
192.169.30.2,0
192.169.29.242,0
None,-1
192.168.232.210,1
None,-1
192.168.232.242,0
192.169.30.18,0
192.168.244.82,1
192.169.40.2,0
192.168.244.146,1
192.169.30.50,0
192.169.30.34,0
192.168.244.130,1
192.169.30.66,0
192.169.24.210,0
192.169.30.82,0
192.169.30.130,0
192.168.244.114,1
192.168.244.98,1
192.169.30.178,0
192.169.42.50,0
192.169.30.194,0
192.169.25.2,0
192.168.254.178,1
192.169.25.18,0
192.169.24.226,0
192.169.30.210,0
192.169.24.242,0
192.168.254.146,1
192.169.30.226,0
192.168.254.130,1
192.168.254.162,0
192.168.254.114,1
192.169.31.194,0
192.169.25.162,0
192.168.254.98,1
192.168.234.210,1
192.168.239.146,1
192.169.25.194,0
192.169.25.210,0
192.169.25.226,0
192.169.25.66,0
None,-1
None,-1
None,-1
192.169.25.50,0
None,-1
None,-1
192.169.25.98,0
192.169.25.114,0
192.169.25.130,0
None,-1
None,-1
None,-1
None,-1
None,-1
None,-1
None,-1
192.169.40.98,0
192.169.40.50,0
192.169.32.226,0
None,-1
None,-1
None,-1
None,-1
None,-1
192.169.44.130,0
None,-1
None,-1
None,-1
None,-1
None,-1
None,-1
192.169.32.2,0
192.169.43.114,0
192.169.31.242,0
None,-1
None,-1
None,-1
None,-1
None,-1
None,-1
None,-1
192.169.34.2,0
192.169.40.114,0
None,-1
192.169.5.34,1
192.169.5.2,0
192.169.6.98,1
192.169.33.2,0
192.169.41.66,0
192.169.6.130,0
192.169.6.162,0
192.169.4.130,0
192.169.6.226,0
192.169.5.162,0
192.169.5.98,0
192.169.5.226,0
192.169.5.194,0
192.169.6.2,0
192.169.7.2,0
192.169.7.193,0
192.169.6.194,0
192.169.7.34,0
192.169.7.130,0
192.169.7.66,0
192.169.7.161,0
192.169.7.226,0
None,-1
192.169.8.130,0
192.169.8.66,0
192.169.4.98,0
192.169.8.162,0
192.169.4.162,0
192.169.4.194,0
192.169.8.194,0
192.169.5.130,1
192.169.4.226,0
192.169.9.66,0
192.169.6.34,1
192.169.6.66,0
192.169.9.98,0
192.169.5.66,0
192.169.7.98,0
None,-1
None,-1
192.169.9.2,0
192.169.8.2,0
192.169.9.34,0
None,-1
192.169.8.98,0
192.169.9.130,0
None,-1
192.169.31.146,0
192.169.8.34,0
None,-1
192.169.8.226,0
192.169.9.162,0
None,-1
192.169.26.130,0
None,-1
None,-1
None,-1
None,-1
None,-1
None,-1
None,-1
None,-1
None,-1
None,-1
None,-1
None,-1
192.169.38.2,0
None,-1
192.169.32.34,0
192.169.9.194,0
None,-1
None,-1
None,-1
192.169.40.226,0
None,-1
192.169.32.210,0
192.169.38.18,0
192.169.30.162,0
192.169.30.146,0
192.169.31.162,0
192.169.26.178,0
192.169.32.66,0
192.169.31.226,0
192.169.32.146,0
192.169.32.242,0
192.169.33.18,0
192.169.33.162,0
192.169.33.194,0
192.169.34.98,0
192.169.34.146,0
192.169.34.162,0
192.169.35.162,0
192.169.35.130,0
192.169.35.242,0
192.169.36.130,0
192.169.36.194,0
192.169.36.178,0
192.169.37.2,0
192.169.36.210,0
192.169.37.34,0
192.169.37.18,0
192.169.37.210,0
192.169.37.226,0
192.169.37.242,0
192.169.38.98,0
192.169.38.194,0
192.169.38.178,0
192.169.38.210,0
192.169.38.226,0
192.169.39.2,0
192.169.38.242,0
192.169.39.18,0
192.169.39.98,0
192.169.39.50,0
192.169.39.114,0
None,-1
192.169.39.130,0
192.169.39.146,0
192.169.41.2,0
192.169.40.146,0
192.169.40.162,0
192.169.43.18,0
192.169.44.178,0
192.169.42.130,0
192.169.44.162,0
